case_index,mutation,trace
0,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
1,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
2,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
3,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
4,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
5,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
6,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
7,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
8,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
9,noise_delete,Register -> Check -> Assess -> Notify -> Archive
10,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
11,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
12,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
13,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
14,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
15,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
16,noise_delete,Register -> Check -> Assess -> Notify -> Archive
17,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
18,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
19,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
20,missing_decide,Register -> Check -> Assess -> Notify -> Archive
21,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
22,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
23,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
24,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
25,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
26,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
27,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
28,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
29,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
30,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
31,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
32,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
33,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
34,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
35,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
36,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
37,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
38,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
39,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
