case_index,mutation,trace
0,missing_decide,Register -> Check -> Assess -> Manual review -> Notify -> Archive
1,duplicate_notify,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Notify -> Archive
2,notify_before_decide,Register -> Check -> Assess -> Manual review -> Notify -> Decide -> Archive
3,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
4,missing_decide,Register -> Check -> Assess -> Notify -> Archive
5,register_not_first,Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive -> Register
6,archive_before_notify,Register -> Check -> Request documents -> Assess -> Decide -> Archive -> Notify
7,register_not_first,Check -> Assess -> Manual review -> Decide -> Notify -> Archive -> Register
8,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
9,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
10,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
11,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
12,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
13,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
14,register_not_first,Check -> Request documents -> Assess -> Decide -> Notify -> Archive -> Register
15,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
16,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
17,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
18,duplicate_register,Register -> Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
19,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
20,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive
21,notify_before_decide,Register -> Check -> Request documents -> Assess -> Manual review -> Notify -> Decide -> Archive
22,archive_before_notify,Register -> Check -> Assess -> Manual review -> Decide -> Archive -> Notify
23,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
24,missing_decide,Register -> Check -> Request documents -> Assess -> Manual review -> Notify -> Archive
25,archive_before_notify,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Archive -> Notify
26,notify_before_decide,Register -> Check -> Assess -> Manual review -> Notify -> Decide -> Archive
27,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
28,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
29,missing_decide,Register -> Check -> Assess -> Notify -> Archive
30,notify_before_decide,Register -> Check -> Request documents -> Assess -> Notify -> Decide -> Archive
31,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
32,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
33,notify_before_decide,Register -> Check -> Request documents -> Assess -> Manual review -> Notify -> Decide -> Archive
34,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive
35,archive_before_notify,Register -> Check -> Assess -> Manual review -> Decide -> Archive -> Notify
36,missing_decide,Register -> Check -> Request documents -> Assess -> Notify -> Archive
37,duplicate_notify,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Notify -> Archive
38,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
39,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
40,duplicate_notify,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Notify -> Archive
41,duplicate_register,Register -> Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
42,register_not_first,Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive -> Register
43,duplicate_notify,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Notify -> Archive
44,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive
45,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
46,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
47,register_not_first,Check -> Assess -> Manual review -> Decide -> Notify -> Archive -> Register
48,missing_decide,Register -> Check -> Assess -> Manual review -> Notify -> Archive
49,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
50,missing_decide,Register -> Check -> Request documents -> Assess -> Notify -> Archive
51,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive
52,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
53,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
54,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
55,duplicate_notify,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Notify -> Archive
56,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
57,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
58,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
59,archive_before_notify,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Archive -> Notify
