case_type,case_index,mutation_family,trace,imperative_accepts,declare_model_accepts,declare_closed_world_accepts
positive,0,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,1,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,2,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,3,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,4,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,5,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,6,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,7,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,8,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,9,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,10,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,11,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,12,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,13,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,14,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,15,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,16,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,17,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,18,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,19,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,20,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,21,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,22,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,23,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,24,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,25,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,26,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,27,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,28,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,29,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,30,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,31,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,32,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,33,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,34,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,35,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,36,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,37,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,38,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,39,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,40,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,41,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,42,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,43,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,44,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,45,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,46,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,47,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,48,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,49,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,50,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,51,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,52,valid_variant,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,53,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,54,valid_variant,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,55,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,56,valid_variant,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,True,True,True
positive,57,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,58,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,59,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
negative,0,missing_decide,Register -> Check -> Assess -> Manual review -> Notify -> Archive,False,False,False
negative,1,duplicate_notify,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,2,notify_before_decide,Register -> Check -> Assess -> Manual review -> Notify -> Decide -> Archive,False,False,False
negative,3,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive,False,False,False
negative,4,missing_decide,Register -> Check -> Assess -> Notify -> Archive,False,False,False
negative,5,register_not_first,Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive -> Register,False,False,False
negative,6,archive_before_notify,Register -> Check -> Request documents -> Assess -> Decide -> Archive -> Notify,False,False,False
negative,7,register_not_first,Check -> Assess -> Manual review -> Decide -> Notify -> Archive -> Register,False,False,False
negative,8,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,9,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,10,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive,False,False,False
negative,11,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive,False,False,False
negative,12,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,13,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive,False,False,False
negative,14,register_not_first,Check -> Request documents -> Assess -> Decide -> Notify -> Archive -> Register,False,False,False
negative,15,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive,False,False,False
negative,16,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,17,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,18,duplicate_register,Register -> Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,False,False,False
negative,19,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive,False,False,False
negative,20,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,21,notify_before_decide,Register -> Check -> Request documents -> Assess -> Manual review -> Notify -> Decide -> Archive,False,False,False
negative,22,archive_before_notify,Register -> Check -> Assess -> Manual review -> Decide -> Archive -> Notify,False,False,False
negative,23,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive,False,False,False
negative,24,missing_decide,Register -> Check -> Request documents -> Assess -> Manual review -> Notify -> Archive,False,False,False
negative,25,archive_before_notify,Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Archive -> Notify,False,False,False
negative,26,notify_before_decide,Register -> Check -> Assess -> Manual review -> Notify -> Decide -> Archive,False,False,False
negative,27,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,28,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive,False,False,False
negative,29,missing_decide,Register -> Check -> Assess -> Notify -> Archive,False,False,False
negative,30,notify_before_decide,Register -> Check -> Request documents -> Assess -> Notify -> Decide -> Archive,False,False,False
negative,31,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,32,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive,False,False,False
negative,33,notify_before_decide,Register -> Check -> Request documents -> Assess -> Manual review -> Notify -> Decide -> Archive,False,False,False
negative,34,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,False,False,False
negative,35,archive_before_notify,Register -> Check -> Assess -> Manual review -> Decide -> Archive -> Notify,False,False,False
negative,36,missing_decide,Register -> Check -> Request documents -> Assess -> Notify -> Archive,False,False,False
negative,37,duplicate_notify,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,38,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive,False,False,False
negative,39,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,40,duplicate_notify,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,41,duplicate_register,Register -> Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive,False,False,False
negative,42,register_not_first,Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive -> Register,False,False,False
negative,43,duplicate_notify,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,44,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Manual review -> Decide -> Notify -> Archive,False,False,False
negative,45,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive,False,False,False
negative,46,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive,False,False,False
negative,47,register_not_first,Check -> Assess -> Manual review -> Decide -> Notify -> Archive -> Register,False,False,False
