case_index,mutation,trace
0,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
1,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
2,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
3,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
4,missing_check,Register -> Assess -> Decide -> Notify -> Archive
5,missing_check,Register -> Assess -> Decide -> Notify -> Archive
6,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
7,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
8,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
9,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
10,missing_check,Register -> Assess -> Decide -> Notify -> Archive
11,missing_decide,Register -> Assess -> Check -> Notify -> Archive
12,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
13,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive
14,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
15,missing_check,Register -> Assess -> Decide -> Notify -> Archive
16,missing_check,Register -> Assess -> Decide -> Notify -> Archive
17,missing_check,Register -> Assess -> Decide -> Notify -> Archive
18,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
19,missing_decide,Register -> Check -> Assess -> Notify -> Archive
20,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
21,missing_decide,Register -> Assess -> Check -> Notify -> Archive
22,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
23,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
24,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
25,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
26,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
27,missing_check,Register -> Assess -> Decide -> Notify -> Archive
28,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
