case_index,mutation,trace
0,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
1,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
2,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
3,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
4,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
5,missing_decide,Register -> Check -> Assess -> Notify -> Archive
6,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
7,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
8,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
9,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
10,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
11,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
12,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
13,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
14,missing_decide,Register -> Check -> Assess -> Notify -> Archive
15,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
16,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
17,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
18,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
19,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
20,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
21,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
22,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
23,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
24,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
25,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
26,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
27,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
28,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
29,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
30,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
31,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
32,missing_decide,Register -> Check -> Assess -> Notify -> Archive
33,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
34,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
35,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
36,missing_decide,Register -> Check -> Assess -> Notify -> Archive
37,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
38,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
39,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
40,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
41,missing_decide,Register -> Check -> Assess -> Notify -> Archive
42,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
43,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
44,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
45,missing_decide,Register -> Check -> Assess -> Notify -> Archive
46,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
47,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
48,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
49,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
50,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
51,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
52,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
53,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
54,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
55,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
56,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
57,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
58,review_before_assess,Register -> Check -> Manual review -> Assess -> Decide -> Notify -> Archive
59,optional_after_decide,Register -> Check -> Assess -> Decide -> Manual review -> Notify -> Archive
