case_index,mutation,trace
0,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
1,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
2,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
3,noise_delete,Register -> Check -> Assess -> Notify -> Archive
4,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
5,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
6,missing_decide,Register -> Check -> Assess -> Notify -> Archive
7,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
8,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
9,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
10,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
11,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
12,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
13,noise_delete,Register -> Check -> Assess -> Notify -> Archive
14,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
15,noise_delete,Register -> Check -> Assess -> Notify -> Archive
16,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
17,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
18,missing_decide,Register -> Check -> Assess -> Notify -> Archive
19,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
20,missing_decide,Register -> Check -> Assess -> Notify -> Archive
21,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
22,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
23,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
24,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
25,noise_delete,Register -> Check -> Assess -> Notify -> Archive
26,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
27,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
28,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
29,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
30,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
31,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
32,noise_delete,Register -> Check -> Assess -> Notify -> Archive
33,missing_decide,Register -> Check -> Assess -> Notify -> Archive
34,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
35,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
36,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
37,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
38,missing_decide,Register -> Check -> Assess -> Notify -> Archive
39,missing_decide,Register -> Check -> Assess -> Notify -> Archive
40,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
41,missing_decide,Register -> Check -> Assess -> Notify -> Archive
42,noise_delete,Register -> Check -> Assess -> Notify -> Archive
43,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
44,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
45,missing_decide,Register -> Check -> Assess -> Notify -> Archive
46,noise_delete,Register -> Check -> Assess -> Notify -> Archive
47,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
48,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
49,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
50,noise_delete,Register -> Check -> Assess -> Notify -> Archive
51,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
52,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
53,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
54,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
55,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
56,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
57,missing_decide,Register -> Check -> Assess -> Notify -> Archive
58,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
59,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
60,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
61,missing_decide,Register -> Check -> Assess -> Notify -> Archive
62,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
63,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
64,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
65,noise_delete,Register -> Check -> Assess -> Notify -> Archive
66,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
67,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
68,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
69,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
70,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
71,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
72,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
73,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
74,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
75,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
76,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
77,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
78,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
79,noise_delete,Register -> Check -> Assess -> Notify -> Archive
80,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
81,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
82,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
83,noise_delete,Register -> Check -> Assess -> Notify -> Archive
84,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
85,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
86,missing_decide,Register -> Check -> Assess -> Notify -> Archive
87,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
88,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
89,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
90,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
91,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
92,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
93,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
94,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
95,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
96,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
97,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
98,noise_delete,Register -> Check -> Assess -> Notify -> Archive
99,noise_delete,Register -> Check -> Assess -> Notify -> Archive
100,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
101,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
102,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
103,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
104,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
105,missing_decide,Register -> Check -> Assess -> Notify -> Archive
106,missing_decide,Register -> Check -> Assess -> Notify -> Archive
107,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
