case_type,case_index,mutation_family,trace,imperative_accepts,declare_model_accepts,declare_closed_world_accepts
positive,0,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,1,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,2,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,3,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,4,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,5,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,6,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,7,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,8,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,9,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,10,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,11,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,12,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,13,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,14,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,15,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,16,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,17,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,18,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,19,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,20,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,21,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,22,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,23,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,24,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,25,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,26,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,27,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,28,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,29,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,30,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,31,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,32,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,33,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,34,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,35,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,36,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,37,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,38,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,39,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,40,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,41,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,42,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,43,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,44,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,45,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,46,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,47,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,48,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,49,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,50,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,51,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,52,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,53,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,54,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,55,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,56,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,57,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,58,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
positive,59,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,True,True
negative,0,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,1,missing_check,Register -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,2,missing_decide,Register -> Check -> Assess -> Notify -> Archive,False,False,False
negative,3,missing_check,Register -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,4,missing_check,Register -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,5,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify,False,False,False
negative,6,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive,False,False,False
negative,7,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register,False,False,False
negative,8,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive,False,False,False
negative,9,missing_decide,Register -> Check -> Assess -> Notify -> Archive,False,False,False
negative,10,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive,False,False,False
negative,11,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register,False,False,False
negative,12,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register,False,False,False
negative,13,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify,False,False,False
negative,14,missing_decide,Register -> Assess -> Check -> Notify -> Archive,False,False,False
negative,15,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive,False,False,False
negative,16,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive,False,False,False
negative,17,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,18,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive,False,False,False
negative,19,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,20,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive,False,False,False
negative,21,missing_decide,Register -> Assess -> Check -> Notify -> Archive,False,False,False
negative,22,missing_check,Register -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,23,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,24,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register,False,False,False
negative,25,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive,False,False,False
negative,26,missing_check,Register -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,27,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive,False,False,False
negative,28,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive,False,False,False
negative,29,missing_decide,Register -> Check -> Assess -> Notify -> Archive,False,False,False
negative,30,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive,False,False,False
negative,31,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive,False,False,False
negative,32,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,33,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,34,missing_decide,Register -> Check -> Assess -> Notify -> Archive,False,False,False
negative,35,missing_decide,Register -> Assess -> Check -> Notify -> Archive,False,False,False
negative,36,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive,False,False,False
negative,37,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,38,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive,False,False,False
negative,39,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,40,missing_check,Register -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,41,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify,False,False,False
negative,42,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,43,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive,False,False,False
negative,44,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify,False,False,False
negative,45,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive,False,False,False
negative,46,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive,False,False,False
negative,47,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,48,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive,False,False,False
negative,49,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,50,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register,False,False,False
negative,51,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify,False,False,False
negative,52,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive,False,False,False
negative,53,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive,False,False,False
negative,54,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register,False,False,False
negative,55,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify,False,False,False
negative,56,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive,False,False,False
negative,57,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,58,missing_check,Register -> Assess -> Decide -> Notify -> Archive,False,False,False
negative,59,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register,False,False,False
