case_index,mutation,trace
0,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
1,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
2,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
3,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
4,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
5,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
6,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
7,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
8,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
9,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
10,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
11,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
12,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
13,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
14,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
15,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
16,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
17,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
18,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
19,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
20,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
21,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
22,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
23,missing_decide,Register -> Check -> Assess -> Notify -> Archive
24,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
25,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
26,missing_decide,Register -> Check -> Assess -> Notify -> Archive
27,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
28,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
29,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
30,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
31,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
32,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
33,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
