case_type,case_index,mutation_family,trace,imperative_accepts,declare_model_accepts,declare_closed_world_accepts
positive,0,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,1,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,2,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,3,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,4,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,5,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,6,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,7,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,8,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,9,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,10,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,11,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,12,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,13,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,14,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,15,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,16,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,17,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,18,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,19,valid_variant,Register -> Check -> Assess -> Decide -> Notify -> Archive,True,True,True
positive,20,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,21,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
positive,22,valid_variant,Register -> Assess -> Check -> Decide -> Notify -> Archive,True,False,False
