case_index,mutation,trace
0,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
1,noise_delete,Register -> Check -> Assess -> Notify -> Archive
2,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
3,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
4,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
5,missing_decide,Register -> Check -> Assess -> Notify -> Archive
6,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
7,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
8,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
9,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
10,noise_delete,Register -> Check -> Assess -> Notify -> Archive
11,missing_decide,Register -> Check -> Assess -> Notify -> Archive
12,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
13,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
14,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
15,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
16,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
17,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
18,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
19,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
20,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
21,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
22,missing_decide,Register -> Check -> Assess -> Notify -> Archive
23,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
24,missing_decide,Register -> Check -> Assess -> Notify -> Archive
25,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
26,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
27,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
28,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
29,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
30,noise_delete,Register -> Check -> Assess -> Notify -> Archive
31,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
32,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
33,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
34,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
35,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
36,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
37,missing_decide,Register -> Check -> Assess -> Notify -> Archive
38,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
39,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
40,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
41,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
42,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
43,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
44,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
45,missing_decide,Register -> Check -> Assess -> Notify -> Archive
46,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
47,noise_delete,Register -> Check -> Assess -> Notify -> Archive
48,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
49,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
50,missing_decide,Register -> Check -> Assess -> Notify -> Archive
51,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
52,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
53,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
54,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
55,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
56,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
57,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
58,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
59,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
60,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
61,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
62,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
63,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
64,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
65,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
66,missing_decide,Register -> Check -> Assess -> Notify -> Archive
67,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
68,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
69,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
70,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
71,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
72,noise_delete,Register -> Check -> Assess -> Notify -> Archive
73,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
74,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
75,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
76,noise_swap_adjacent,Register -> Check -> Assess -> Notify -> Decide -> Archive
77,noise_insert,Manual review -> Register -> Check -> Assess -> Decide -> Notify -> Archive
78,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
79,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
80,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
81,noise_delete,Register -> Check -> Assess -> Notify -> Archive
82,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
83,noise_delete,Register -> Check -> Assess -> Notify -> Archive
84,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
85,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
86,noise_delete,Register -> Check -> Assess -> Notify -> Archive
87,noise_delete,Register -> Check -> Assess -> Notify -> Archive
