case_index,mutation,trace
0,archive_before_notify,Register -> Check -> Assess -> Optional review -> Decide -> Archive -> Notify
1,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
2,register_not_first,Check -> Request documents -> Assess -> Decide -> Notify -> Archive -> Register
3,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
4,duplicate_notify,Register -> Check -> Assess -> Optional review -> Decide -> Notify -> Notify -> Archive
5,missing_decide,Register -> Check -> Request documents -> Assess -> Optional review -> Notify -> Archive
6,notify_before_decide,Register -> Check -> Assess -> Optional review -> Notify -> Decide -> Archive
7,missing_decide,Register -> Check -> Assess -> Notify -> Archive
8,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
9,missing_decide,Register -> Check -> Request documents -> Assess -> Notify -> Archive
10,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Archive
11,duplicate_notify,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Notify -> Archive
12,missing_decide,Register -> Check -> Assess -> Optional review -> Notify -> Archive
13,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
14,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
15,duplicate_notify,Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Notify -> Archive
16,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
17,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
18,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
19,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
20,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
21,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
22,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
23,duplicate_notify,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Notify -> Archive
24,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
25,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
26,archive_before_notify,Register -> Check -> Request documents -> Assess -> Decide -> Archive -> Notify
27,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
28,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
29,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
30,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
31,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
32,missing_decide,Register -> Check -> Assess -> Notify -> Archive
33,missing_decide,Register -> Check -> Request documents -> Assess -> Notify -> Archive
34,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
35,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
36,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
37,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
38,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
39,missing_decide,Register -> Check -> Assess -> Notify -> Archive
40,duplicate_register,Register -> Register -> Check -> Assess -> Optional review -> Decide -> Notify -> Archive
41,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
42,archive_before_notify,Register -> Check -> Assess -> Optional review -> Decide -> Archive -> Notify
43,missing_decide,Register -> Check -> Request documents -> Assess -> Optional review -> Notify -> Archive
44,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
45,archive_before_notify,Register -> Check -> Request documents -> Assess -> Decide -> Archive -> Notify
46,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
47,register_not_first,Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Archive -> Register
48,notify_before_decide,Register -> Check -> Request documents -> Assess -> Optional review -> Notify -> Decide -> Archive
49,notify_before_decide,Register -> Check -> Assess -> Optional review -> Notify -> Decide -> Archive
50,archive_before_notify,Register -> Check -> Assess -> Optional review -> Decide -> Archive -> Notify
51,notify_before_decide,Register -> Check -> Request documents -> Assess -> Optional review -> Notify -> Decide -> Archive
52,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
53,notify_before_decide,Register -> Check -> Request documents -> Assess -> Notify -> Decide -> Archive
54,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
55,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
56,missing_decide,Register -> Check -> Assess -> Optional review -> Notify -> Archive
57,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
58,archive_before_notify,Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Archive -> Notify
59,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
60,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
61,missing_decide,Register -> Check -> Assess -> Notify -> Archive
62,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
63,register_not_first,Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Archive -> Register
64,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
65,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
66,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
67,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
68,notify_before_decide,Register -> Check -> Assess -> Optional review -> Notify -> Decide -> Archive
69,duplicate_notify,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Notify -> Archive
70,duplicate_register,Register -> Register -> Check -> Assess -> Optional review -> Decide -> Notify -> Archive
71,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
72,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
73,notify_before_decide,Register -> Check -> Assess -> Optional review -> Notify -> Decide -> Archive
74,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Archive
75,register_not_first,Check -> Assess -> Optional review -> Decide -> Notify -> Archive -> Register
76,missing_decide,Register -> Check -> Request documents -> Assess -> Notify -> Archive
77,register_not_first,Check -> Assess -> Optional review -> Decide -> Notify -> Archive -> Register
78,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
79,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
80,duplicate_notify,Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Notify -> Archive
81,register_not_first,Check -> Assess -> Optional review -> Decide -> Notify -> Archive -> Register
82,archive_before_notify,Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Archive -> Notify
83,duplicate_notify,Register -> Check -> Assess -> Optional review -> Decide -> Notify -> Notify -> Archive
84,missing_decide,Register -> Check -> Request documents -> Assess -> Optional review -> Notify -> Archive
85,register_not_first,Check -> Request documents -> Assess -> Decide -> Notify -> Archive -> Register
86,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
87,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
88,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
89,archive_before_notify,Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Archive -> Notify
90,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
91,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
92,archive_before_notify,Register -> Check -> Request documents -> Assess -> Decide -> Archive -> Notify
93,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
94,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
95,duplicate_register,Register -> Register -> Check -> Assess -> Optional review -> Decide -> Notify -> Archive
96,notify_before_decide,Register -> Check -> Assess -> Optional review -> Notify -> Decide -> Archive
97,duplicate_notify,Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Notify -> Archive
98,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive
99,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
100,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Archive
101,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
102,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
103,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Archive
104,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
105,notify_before_decide,Register -> Check -> Request documents -> Assess -> Optional review -> Notify -> Decide -> Archive
106,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
107,register_not_first,Check -> Assess -> Optional review -> Decide -> Notify -> Archive -> Register
108,duplicate_notify,Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Notify -> Archive
109,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive
110,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
111,register_not_first,Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Archive -> Register
112,missing_decide,Register -> Check -> Request documents -> Assess -> Optional review -> Notify -> Archive
113,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
114,notify_before_decide,Register -> Check -> Request documents -> Assess -> Notify -> Decide -> Archive
115,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
116,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
117,missing_decide,Register -> Check -> Assess -> Optional review -> Notify -> Archive
118,missing_decide,Register -> Check -> Assess -> Optional review -> Notify -> Archive
119,notify_before_decide,Register -> Check -> Request documents -> Assess -> Optional review -> Notify -> Decide -> Archive
120,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
121,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
122,duplicate_notify,Register -> Check -> Assess -> Optional review -> Decide -> Notify -> Notify -> Archive
123,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
124,notify_before_decide,Register -> Check -> Request documents -> Assess -> Notify -> Decide -> Archive
125,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
126,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
127,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive
128,archive_before_notify,Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Archive -> Notify
129,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
130,review_before_assess,Register -> Check -> Optional review -> Assess -> Decide -> Notify -> Archive
131,archive_before_notify,Register -> Check -> Assess -> Optional review -> Decide -> Archive -> Notify
132,notify_before_decide,Register -> Check -> Request documents -> Assess -> Notify -> Decide -> Archive
133,missing_decide,Register -> Check -> Request documents -> Assess -> Notify -> Archive
134,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
135,duplicate_notify,Register -> Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Notify -> Archive
136,duplicate_notify,Register -> Check -> Assess -> Optional review -> Decide -> Notify -> Notify -> Archive
137,archive_before_notify,Register -> Check -> Request documents -> Assess -> Decide -> Archive -> Notify
138,optional_after_decide,Register -> Check -> Assess -> Decide -> Optional review -> Notify -> Archive
139,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
140,register_not_first,Check -> Request documents -> Assess -> Decide -> Notify -> Archive -> Register
141,duplicate_register,Register -> Register -> Check -> Assess -> Optional review -> Decide -> Notify -> Archive
142,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
143,missing_decide,Register -> Check -> Assess -> Notify -> Archive
144,register_not_first,Check -> Request documents -> Assess -> Decide -> Notify -> Archive -> Register
145,documents_after_assess,Register -> Check -> Assess -> Request documents -> Decide -> Notify -> Archive
146,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
147,register_not_first,Check -> Request documents -> Assess -> Optional review -> Decide -> Notify -> Archive -> Register
148,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
149,duplicate_register,Register -> Register -> Check -> Request documents -> Assess -> Decide -> Notify -> Archive
