case_index,mutation,trace
0,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
1,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
2,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
3,missing_decide,Register -> Check -> Assess -> Notify -> Archive
4,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
5,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
6,register_not_first,Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Archive -> Register
7,duplicate_register,Register -> Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Archive
8,missing_decide,Register -> Check -> Assess -> Notify -> Archive
9,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
10,duplicate_notify,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Notify -> Archive
11,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
12,register_not_first,Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Archive -> Register
13,missing_decide,Register -> Check -> Assess -> Notify -> Archive
14,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
15,duplicate_notify,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Notify -> Archive
16,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
17,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
18,archive_before_notify,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Archive -> Notify
19,register_not_first,Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Archive -> Register
20,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
21,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
22,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
23,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
24,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
25,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
26,missing_decide,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Notify -> Archive
27,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
28,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
29,notify_before_decide,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Notify -> Decide -> Archive
30,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
31,duplicate_notify,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Notify -> Archive
32,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
33,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
34,missing_decide,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Notify -> Archive
35,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
36,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
37,duplicate_register,Register -> Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Archive
38,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
39,missing_decide,Register -> Check -> Assess -> Notify -> Archive
40,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
41,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
42,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
43,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
44,archive_before_notify,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Archive -> Notify
45,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
46,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
47,register_not_first,Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Archive -> Register
48,duplicate_register,Register -> Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Archive
49,notify_before_decide,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Notify -> Decide -> Archive
50,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
51,missing_decide,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Notify -> Archive
52,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
53,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
54,missing_decide,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Notify -> Archive
55,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
56,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
57,duplicate_register,Register -> Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Archive
58,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
59,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
60,archive_before_notify,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Archive -> Notify
61,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
62,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
63,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
64,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
65,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
66,duplicate_register,Register -> Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Notify -> Archive
67,missing_decide,Register -> Check -> Assess -> Notify -> Archive
68,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
69,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
70,archive_before_notify,Register -> Check -> Assess -> Manual review -> Rework -> Assess -> Decide -> Archive -> Notify
