scenario,variability,inductive_noise_threshold,declare_min_support_ratio,declare_min_confidence_ratio,metric,n_seeds,median,mean,std,min,max,median_ci_low,median_ci_high
rework,0.0,0.0,0.05,0.95,train_variant_entropy_normalized,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rework,0.0,0.0,0.05,0.95,imperative_bpmn_nodes,10,8.0,8.0,0.0,8.0,8.0,8.0,8.0
rework,0.0,0.0,0.05,0.95,imperative_bpmn_structural_overhead,10,2.0,2.0,0.0,2.0,2.0,2.0,2.0
rework,0.0,0.0,0.05,0.95,imperative_control_flow_complexity,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rework,0.0,0.0,0.05,0.95,declarative_declare_constraints,10,37.0,37.0,0.0,37.0,37.0,37.0,37.0
rework,0.0,0.0,0.05,0.95,declarative_declare_constraints_primitive_preferred,10,67.0,67.0,0.0,67.0,67.0,67.0,67.0
rework,0.0,0.0,0.05,0.95,declarative_declare_relation_records_raw,10,112.0,112.0,0.0,112.0,112.0,112.0,112.0
rework,0.0,0.0,0.05,0.95,declarative_declare_constraints_per_observed_activity,10,6.166666666666667,6.166666666666666,9.362222582871203e-16,6.166666666666667,6.166666666666667,6.166666666666667,6.166666666666667
rework,0.0,0.0,0.05,0.95,imperative_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.0,0.0,0.05,0.95,declarative_test_f1,10,0.9090909090909092,0.9090909090909094,2.340555645717801e-16,0.9090909090909092,0.9090909090909092,0.9090909090909092,0.9090909090909092
rework,0.0,0.0,0.05,0.95,declarative_test_f1_leave_one_family_out_range,10,0.0432900432900432,0.0432900432900432,0.0,0.0432900432900432,0.0432900432900432,0.0432900432900432,0.0432900432900432
rework,0.0,0.0,0.05,0.95,declarative_closed_world_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.0,0.0,0.05,0.95,imperative_native_precision,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.0,0.0,0.05,0.95,declarative_full_trace_conformance,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.03,0.0,0.05,0.95,train_variant_entropy_normalized,10,0.1842605933396551,0.19836720648984033,0.03401214353784231,0.1579685469996633,0.2558819156467704,0.1739171169222174,0.2330458925644505
rework,0.03,0.0,0.05,0.95,imperative_bpmn_nodes,10,12.0,12.0,0.0,12.0,12.0,12.0,12.0
rework,0.03,0.0,0.05,0.95,imperative_bpmn_structural_overhead,10,4.0,4.0,0.0,4.0,4.0,4.0,4.0
rework,0.03,0.0,0.05,0.95,imperative_control_flow_complexity,10,2.0,2.0,0.0,2.0,2.0,2.0,2.0
rework,0.03,0.0,0.05,0.95,declarative_declare_constraints,10,37.0,37.0,0.0,37.0,37.0,37.0,37.0
rework,0.03,0.0,0.05,0.95,declarative_declare_constraints_primitive_preferred,10,67.0,67.0,0.0,67.0,67.0,67.0,67.0
rework,0.03,0.0,0.05,0.95,declarative_declare_relation_records_raw,10,112.0,112.0,0.0,112.0,112.0,112.0,112.0
rework,0.03,0.0,0.05,0.95,declarative_declare_constraints_per_observed_activity,10,4.625,4.625,0.0,4.625,4.625,4.625,4.625
rework,0.03,0.0,0.05,0.95,imperative_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.03,0.0,0.05,0.95,declarative_test_f1,10,0.588235294117647,0.588235294117647,0.0,0.588235294117647,0.588235294117647,0.588235294117647,0.588235294117647
rework,0.03,0.0,0.05,0.95,declarative_test_f1_leave_one_family_out_range,10,0.036764705882353,0.03676470588235299,7.314236392868128e-18,0.036764705882353,0.036764705882353,0.036764705882353,0.036764705882353
rework,0.03,0.0,0.05,0.95,declarative_closed_world_test_f1,10,0.588235294117647,0.588235294117647,0.0,0.588235294117647,0.588235294117647,0.588235294117647,0.588235294117647
rework,0.03,0.0,0.05,0.95,imperative_native_precision,10,0.9960629921259844,0.9956518663513314,0.000955869368075437,0.9940044617958728,0.9967569091934574,0.9946868008948546,0.99634009009009
rework,0.03,0.0,0.05,0.95,declarative_full_trace_conformance,10,0.972,0.969,0.00694422221866656,0.957,0.977,0.962,0.974
rework,0.05,0.0,0.05,0.95,train_variant_entropy_normalized,10,0.2884832829076234,0.28907673500327513,0.03865292877572176,0.2236416644844808,0.3508159298956048,0.2603406250124503,0.3210647424268487
rework,0.05,0.0,0.05,0.95,imperative_bpmn_nodes,10,12.0,12.0,0.0,12.0,12.0,12.0,12.0
rework,0.05,0.0,0.05,0.95,imperative_bpmn_structural_overhead,10,4.0,4.0,0.0,4.0,4.0,4.0,4.0
rework,0.05,0.0,0.05,0.95,imperative_control_flow_complexity,10,2.0,2.0,0.0,2.0,2.0,2.0,2.0
rework,0.05,0.0,0.05,0.95,declarative_declare_constraints,10,50.5,50.5,14.230249470757707,37.0,64.0,37.0,64.0
rework,0.05,0.0,0.05,0.95,declarative_declare_constraints_primitive_preferred,10,81.5,81.5,15.284342024147167,67.0,96.0,67.0,96.0
rework,0.05,0.0,0.05,0.95,declarative_declare_relation_records_raw,10,128.0,128.0,16.865480854231357,112.0,144.0,112.0,144.0
rework,0.05,0.0,0.05,0.95,declarative_declare_constraints_per_observed_activity,10,6.3125,6.3125,1.7787811838447134,4.625,8.0,4.625,8.0
rework,0.05,0.0,0.05,0.95,imperative_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.05,0.0,0.05,0.95,declarative_test_f1,10,0.7941176470588235,0.7941176470588235,0.2170190551095947,0.588235294117647,1.0,0.588235294117647,1.0
rework,0.05,0.0,0.05,0.95,declarative_test_f1_leave_one_family_out_range,10,0.0183823529411765,0.0183823529411765,0.01937670134907098,0.0,0.036764705882353,0.0,0.036764705882353
rework,0.05,0.0,0.05,0.95,declarative_closed_world_test_f1,10,0.7941176470588235,0.7941176470588235,0.2170190551095947,0.588235294117647,1.0,0.588235294117647,1.0
rework,0.05,0.0,0.05,0.95,imperative_native_precision,10,0.9929882275206536,0.9929397668147318,0.0012373751973256228,0.9909140969162996,0.9949608062709966,0.9919154251672914,0.9938684503901896
rework,0.05,0.0,0.05,0.95,declarative_full_trace_conformance,10,0.982,0.9780000000000001,0.023442601296689677,0.951,1.0,0.9544999999999999,1.0
rework,0.07,0.0,0.05,0.95,train_variant_entropy_normalized,10,0.3751819739539161,0.38525684159040496,0.0413646811706918,0.3154190889380808,0.4529425481872832,0.3621357949122477,0.4191015593798365
rework,0.07,0.0,0.05,0.95,imperative_bpmn_nodes,10,12.0,12.0,0.0,12.0,12.0,12.0,12.0
rework,0.07,0.0,0.05,0.95,imperative_bpmn_structural_overhead,10,4.0,4.0,0.0,4.0,4.0,4.0,4.0
rework,0.07,0.0,0.05,0.95,imperative_control_flow_complexity,10,2.0,2.0,0.0,2.0,2.0,2.0,2.0
rework,0.07,0.0,0.05,0.95,declarative_declare_constraints,10,64.0,64.0,0.0,64.0,64.0,64.0,64.0
rework,0.07,0.0,0.05,0.95,declarative_declare_constraints_primitive_preferred,10,96.0,96.0,0.0,96.0,96.0,96.0,96.0
rework,0.07,0.0,0.05,0.95,declarative_declare_relation_records_raw,10,144.0,144.0,0.0,144.0,144.0,144.0,144.0
rework,0.07,0.0,0.05,0.95,declarative_declare_constraints_per_observed_activity,10,8.0,8.0,0.0,8.0,8.0,8.0,8.0
rework,0.07,0.0,0.05,0.95,imperative_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.07,0.0,0.05,0.95,declarative_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.07,0.0,0.05,0.95,declarative_test_f1_leave_one_family_out_range,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rework,0.07,0.0,0.05,0.95,declarative_closed_world_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.07,0.0,0.05,0.95,imperative_native_precision,10,0.9900548877527243,0.9896558251588672,0.0015105732702969815,0.9871273712737128,0.9921140011068068,0.9884230880714284,0.9905170582185394
rework,0.07,0.0,0.05,0.95,declarative_full_trace_conformance,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.1,0.0,0.05,0.95,train_variant_entropy_normalized,10,0.5118573619344213,0.5013504114458637,0.03082811379076548,0.426376131887653,0.5293608652873644,0.4877315835405018,0.52208825914604
rework,0.1,0.0,0.05,0.95,imperative_bpmn_nodes,10,12.0,12.0,0.0,12.0,12.0,12.0,12.0
rework,0.1,0.0,0.05,0.95,imperative_bpmn_structural_overhead,10,4.0,4.0,0.0,4.0,4.0,4.0,4.0
rework,0.1,0.0,0.05,0.95,imperative_control_flow_complexity,10,2.0,2.0,0.0,2.0,2.0,2.0,2.0
rework,0.1,0.0,0.05,0.95,declarative_declare_constraints,10,64.0,64.0,0.0,64.0,64.0,64.0,64.0
rework,0.1,0.0,0.05,0.95,declarative_declare_constraints_primitive_preferred,10,96.0,96.0,0.0,96.0,96.0,96.0,96.0
rework,0.1,0.0,0.05,0.95,declarative_declare_relation_records_raw,10,144.0,144.0,0.0,144.0,144.0,144.0,144.0
rework,0.1,0.0,0.05,0.95,declarative_declare_constraints_per_observed_activity,10,8.0,8.0,0.0,8.0,8.0,8.0,8.0
rework,0.1,0.0,0.05,0.95,imperative_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.1,0.0,0.05,0.95,declarative_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.1,0.0,0.05,0.95,declarative_test_f1_leave_one_family_out_range,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rework,0.1,0.0,0.05,0.95,declarative_closed_world_test_f1,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
rework,0.1,0.0,0.05,0.95,imperative_native_precision,10,0.984710367981534,0.9851326119361381,0.001261327826219661,0.983957219251337,0.9881600435492652,0.9842708348267408,0.9857219827586208
rework,0.1,0.0,0.05,0.95,declarative_full_trace_conformance,10,1.0,1.0,0.0,1.0,1.0,1.0,1.0
