case_index,mutation,trace
0,missing_decide,Register -> Assess -> Check -> Notify -> Archive
1,missing_decide,Register -> Assess -> Check -> Notify -> Archive
2,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
3,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
4,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
5,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive
6,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
7,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
8,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive
9,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
10,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
11,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
12,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
13,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
14,missing_decide,Register -> Check -> Assess -> Notify -> Archive
15,missing_check,Register -> Assess -> Decide -> Notify -> Archive
16,missing_check,Register -> Assess -> Decide -> Notify -> Archive
17,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive
18,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
19,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
20,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive
21,missing_decide,Register -> Check -> Assess -> Notify -> Archive
22,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
23,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
24,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
25,missing_decide,Register -> Assess -> Check -> Notify -> Archive
26,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
27,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
28,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
29,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
30,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
31,missing_decide,Register -> Assess -> Check -> Notify -> Archive
32,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
33,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
34,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
35,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
36,missing_decide,Register -> Check -> Assess -> Notify -> Archive
37,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
38,missing_check,Register -> Assess -> Decide -> Notify -> Archive
39,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
40,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
41,missing_decide,Register -> Assess -> Check -> Notify -> Archive
42,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
43,missing_check,Register -> Assess -> Decide -> Notify -> Archive
44,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
45,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
46,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
47,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
48,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
49,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive
50,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
51,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
52,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
53,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
54,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive
55,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
56,missing_check,Register -> Assess -> Decide -> Notify -> Archive
57,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
58,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
59,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
60,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
61,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
62,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
63,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
64,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
65,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive
66,missing_decide,Register -> Assess -> Check -> Notify -> Archive
67,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
68,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
69,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive
70,missing_check,Register -> Assess -> Decide -> Notify -> Archive
71,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
72,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
73,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
74,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
75,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
76,missing_decide,Register -> Check -> Assess -> Notify -> Archive
77,missing_decide,Register -> Check -> Assess -> Notify -> Archive
78,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
79,missing_check,Register -> Assess -> Decide -> Notify -> Archive
80,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
81,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive
82,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
83,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
84,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
85,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
86,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
87,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
88,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
89,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
90,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive
91,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
