case_index,mutation,trace
0,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
1,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
2,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
3,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
4,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
5,missing_decide,Register -> Check -> Assess -> Notify -> Archive
6,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
7,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
8,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
9,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
10,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
11,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
12,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
13,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
14,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
15,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
16,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
17,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
18,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
19,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
20,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
21,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
22,review_without_rework,Register -> Check -> Assess -> Manual review -> Decide -> Notify -> Archive
23,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
24,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
25,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
26,missing_decide,Register -> Check -> Assess -> Notify -> Archive
27,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
28,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
29,wrong_rework_order,Register -> Check -> Assess -> Rework -> Manual review -> Assess -> Decide -> Notify -> Archive
30,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
31,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
32,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
33,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
34,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
35,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
36,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
37,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
38,missing_decide,Register -> Check -> Assess -> Notify -> Archive
39,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
40,rework_without_review,Register -> Check -> Assess -> Rework -> Assess -> Decide -> Notify -> Archive
41,rework_without_second_assess,Register -> Check -> Assess -> Manual review -> Rework -> Decide -> Notify -> Archive
42,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
