case_index,mutation,trace
0,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
1,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
2,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
3,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
4,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
5,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
6,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive
7,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
8,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
9,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
10,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
11,missing_decide,Register -> Check -> Assess -> Notify -> Archive
12,missing_decide,Register -> Assess -> Check -> Notify -> Archive
13,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
14,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
15,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
16,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
17,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
18,missing_check,Register -> Assess -> Decide -> Notify -> Archive
19,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
20,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
21,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
22,missing_decide,Register -> Assess -> Check -> Notify -> Archive
23,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
24,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive
25,missing_check,Register -> Assess -> Decide -> Notify -> Archive
26,missing_check,Register -> Assess -> Decide -> Notify -> Archive
27,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
28,missing_check,Register -> Assess -> Decide -> Notify -> Archive
29,missing_decide,Register -> Check -> Assess -> Notify -> Archive
30,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
31,duplicate_assess,Register -> Assess -> Assess -> Check -> Decide -> Notify -> Archive
32,missing_decide,Register -> Check -> Assess -> Notify -> Archive
33,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
34,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive
35,missing_check,Register -> Assess -> Decide -> Notify -> Archive
36,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
37,duplicate_register,Register -> Register -> Assess -> Check -> Decide -> Notify -> Archive
38,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
39,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
40,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
41,notify_before_decide,Register -> Assess -> Check -> Notify -> Decide -> Archive
42,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
43,check_after_decide,Register -> Assess -> Decide -> Check -> Notify -> Archive
44,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
45,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
46,missing_decide,Register -> Assess -> Check -> Notify -> Archive
47,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
48,archive_before_notify,Register -> Assess -> Check -> Decide -> Archive -> Notify
49,register_not_first,Check -> Assess -> Decide -> Notify -> Archive -> Register
50,duplicate_assess,Register -> Check -> Assess -> Assess -> Decide -> Notify -> Archive
51,missing_check,Register -> Assess -> Decide -> Notify -> Archive
52,duplicate_register,Register -> Register -> Check -> Assess -> Decide -> Notify -> Archive
53,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive
54,duplicate_notify,Register -> Assess -> Check -> Decide -> Notify -> Notify -> Archive
55,archive_before_notify,Register -> Check -> Assess -> Decide -> Archive -> Notify
56,register_not_first,Assess -> Check -> Decide -> Notify -> Archive -> Register
57,notify_before_decide,Register -> Check -> Assess -> Notify -> Decide -> Archive
58,duplicate_notify,Register -> Check -> Assess -> Decide -> Notify -> Notify -> Archive
59,missing_check,Register -> Assess -> Decide -> Notify -> Archive
